Channel,Province,Gender,Race,Age_Group,Day_Name,Day_Type,Time_Period,Total_Views,Unique_Viewers,Total_Minutes,Total_Hours,Avg_Minutes_Per_View,Max_Session_Minutes,Min_Session_Minutes,High_Engagement_Views,Medium_Engagement_Views,Low_Engagement_Views
ICC Cricket World Cup 2011,Gauteng,Female,Indian_asian,25-34,Monday,Weekday,Afternoon,1,1,124,2.07,124,124,124,1,0,0
CNN,Western Cape,Male,Black,35-44,Tuesday,Weekday,Night,1,1,5,0.08,5,5,5,0,0,1
Channel O,Mpumalanga,Male,Black,18-24,Wednesday,Weekday,Afternoon,1,1,195,3.25,195,195,195,1,0,0
Boomerang,Gauteng,Female,Unknown,35-44,Wednesday,Weekday,Prime Time,1,1,117,1.95,117,117,117,0,1,0
Trace TV,Gauteng,Male,Coloured,Under 18,Friday,Weekday,Night,1,1,57,0.95,57,57,57,0,1,0
Supersport Live Events,Gauteng,Male,Unknown,25-34,Friday,Weekday,Prime Time,3,2,1182,19.7,394,928,50,2,1,0
Africa Magic,Free State,Female,Black,18-24,Tuesday,Weekday,Afternoon,1,1,17,0.28,17,17,17,0,0,1
Boomerang,Unknown,null,Unknown,55+,Sunday,Weekend,Afternoon,3,3,676,11.27,225.33,370,49,2,1,0
Trace TV,Western Cape,Male,Coloured,25-34,Saturday,Weekend,Afternoon,5,5,1512,25.2,302.4,651,18,4,0,1
Trace TV,Mpumalanga,Female,Black,35-44,Friday,Weekday,Night,1,1,6,0.1,6,6,6,0,0,1
Trace TV,Eastern Cape,Male,White,18-24,Wednesday,Weekday,Morning,1,1,519,8.65,519,519,519,1,0,0
SuperSport Blitz,Gauteng,Male,White,35-44,Wednesday,Weekday,Prime Time,1,1,128,2.13,128,128,128,1,0,0
SuperSport Blitz,Unknown,null,Unknown,55+,Saturday,Weekend,Morning,1,1,94,1.57,94,94,94,0,1,0
Africa Magic,Gauteng,Male,Indian_asian,25-34,Wednesday,Weekday,Night,1,1,11,0.18,11,11,11,0,0,1
Africa Magic,Eastern Cape,Male,Coloured,18-24,Monday,Weekday,Prime Time,1,1,127,2.12,127,127,127,1,0,0
Supersport Live Events,Gauteng,Male,Black,Under 18,Friday,Weekday,Prime Time,1,1,80,1.33,80,80,80,0,1,0
Channel O,Eastern Cape,Male,White,Under 18,Wednesday,Weekday,Prime Time,1,1,117,1.95,117,117,117,0,1,0
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,35-44,Wednesday,Weekday,Prime Time,8,8,10140,169,1267.5,2658,2,6,1,1
SuperSport Blitz,Western Cape,Male,Coloured,35-44,Saturday,Weekend,Prime Time,3,3,370,6.17,123.33,314,10,1,1,1
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,35-44,Thursday,Weekday,Morning,2,2,352,5.87,176,272,80,1,1,0
Cartoon Network,KwaZulu-Natal,Male,Black,25-34,Saturday,Weekend,Prime Time,2,2,86,1.43,43,49,37,0,2,0
kykNET,Gauteng,Male,Indian_asian,25-34,Sunday,Weekend,Late Night,1,1,102,1.7,102,102,102,0,1,0
Vuzu,Gauteng,Male,White,25-34,Sunday,Weekend,Late Night,2,1,144,2.4,72,124,20,1,0,1
Africa Magic,Mpumalanga,Male,Black,25-34,Sunday,Weekend,Night,2,2,47,0.78,23.5,28,19,0,0,2
SawSee,Gauteng,Male,Indian_asian,35-44,Saturday,Weekend,Night,1,1,34,0.57,34,34,34,0,1,0
ICC Cricket World Cup 2011,Mpumalanga,Male,Indian_asian,35-44,Saturday,Weekend,Afternoon,3,2,470,7.83,156.67,198,128,3,0,0
Boomerang,Mpumalanga,Male,Black,25-34,Sunday,Weekend,Morning,2,2,1631,27.18,815.5,1442,189,2,0,0
Cartoon Network,Gauteng,Male,Black,25-34,Monday,Weekday,Night,1,1,71,1.18,71,71,71,0,1,0
Africa Magic,Gauteng,Male,Coloured,35-44,Saturday,Weekend,Morning,1,1,38,0.63,38,38,38,0,1,0
Cartoon Network,Gauteng,Male,Black,18-24,Thursday,Weekday,Afternoon,2,2,202,3.37,101,170,32,1,1,0
Cartoon Network,Northern Cape,Female,Black,35-44,Friday,Weekday,Night,1,1,53,0.88,53,53,53,0,1,0
Supersport Live Events,KwaZulu-Natal,Female,Indian_asian,25-34,Saturday,Weekend,Prime Time,1,1,34,0.57,34,34,34,0,1,0
Channel O,KwaZulu-Natal,Male,Black,25-34,Wednesday,Weekday,Afternoon,1,1,69,1.15,69,69,69,0,1,0
Supersport Live Events,Gauteng,Male,Indian_asian,35-44,Friday,Weekday,Late Night,1,1,24,0.4,24,24,24,0,0,1
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,35-44,Tuesday,Weekday,Morning,2,2,76,1.27,38,52,24,0,1,1
CNN,Western Cape,Female,Coloured,35-44,Sunday,Weekend,Night,1,1,44,0.73,44,44,44,0,1,0
ICC Cricket World Cup 2011,Western Cape,Male,Black,25-34,Wednesday,Weekday,Prime Time,1,1,74,1.23,74,74,74,0,1,0
ICC Cricket World Cup 2011,KwaZulu-Natal,Male,Indian_asian,35-44,Tuesday,Weekday,Night,1,1,48,0.8,48,48,48,0,1,0
Boomerang,Northern Cape,Male,Black,35-44,Thursday,Weekday,Afternoon,1,1,102,1.7,102,102,102,0,1,0
Boomerang,Western Cape,Male,White,35-44,Tuesday,Weekday,Afternoon,2,2,63,1.05,31.5,60,3,0,1,1
Supersport Live Events,Western Cape,Male,White,35-44,Wednesday,Weekday,Afternoon,1,1,3136,52.27,3136,3136,3136,1,0,0
ICC Cricket World Cup 2011,Gauteng,Male,White,18-24,Thursday,Weekday,Morning,2,2,668,11.13,334,574,94,1,1,0
Africa Magic,Mpumalanga,Female,Black,25-34,Friday,Weekday,Late Night,1,1,1892,31.53,1892,1892,1892,1,0,0
Supersport Live Events,Western Cape,Male,Black,35-44,Thursday,Weekday,Afternoon,1,1,208,3.47,208,208,208,1,0,0
Boomerang,Gauteng,Male,Black,35-44,Thursday,Weekday,Prime Time,1,1,357,5.95,357,357,357,1,0,0
SuperSport Blitz,Eastern Cape,Male,White,35-44,Tuesday,Weekday,Morning,1,1,228,3.8,228,228,228,1,0,0
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,18-24,Monday,Weekday,Afternoon,1,1,40,0.67,40,40,40,0,1,0
SuperSport Blitz,Gauteng,Male,Black,18-24,Saturday,Weekend,Afternoon,1,1,28,0.47,28,28,28,0,0,1
Trace TV,Western Cape,Male,Coloured,35-44,Saturday,Weekend,Late Night,2,2,1311,21.85,655.5,981,330,2,0,0
Supersport Live Events,Gauteng,Male,Black,25-34,Sunday,Weekend,Prime Time,10,10,788,13.13,78.8,356,22,1,6,3
Cartoon Network,Western Cape,Male,Coloured,25-34,Monday,Weekday,Morning,1,1,162,2.7,162,162,162,1,0,0
ICC Cricket World Cup 2011,Gauteng,Male,Black,25-34,Sunday,Weekend,Afternoon,3,3,5988,99.8,1996,4180,582,3,0,0
Africa Magic,KwaZulu-Natal,Male,Indian_asian,35-44,Tuesday,Weekday,Prime Time,1,1,10,0.17,10,10,10,0,0,1
Channel O,Gauteng,Male,Black,35-44,Tuesday,Weekday,Prime Time,3,3,2727,45.45,909,1809,96,2,1,0
Trace TV,Gauteng,Male,White,25-34,Saturday,Weekend,Prime Time,2,2,126,2.1,63,93,33,0,2,0
SuperSport Live Events,Eastern Cape,Female,Black,Under 18,Friday,Weekday,Late Night,1,1,10,0.17,10,10,10,0,0,1
SuperSport Blitz,Gauteng,Male,Indian_asian,25-34,Tuesday,Weekday,Morning,1,1,134,2.23,134,134,134,1,0,0
Supersport Live Events,Gauteng,Male,Indian_asian,18-24,Sunday,Weekend,Night,1,1,4,0.07,4,4,4,0,0,1
ICC Cricket World Cup 2011,Limpopo,Male,Indian_asian,Under 18,Sunday,Weekend,Afternoon,2,1,1720,28.67,860,1650,70,1,1,0
E! Entertainment,Gauteng,Male,Black,25-34,Wednesday,Weekday,Morning,2,2,142,2.37,71,98,44,0,2,0
Channel O,Gauteng,Male,Black,25-34,Wednesday,Weekday,Night,1,1,102,1.7,102,102,102,0,1,0
SuperSport Blitz,North West,Male,Black,35-44,Sunday,Weekend,Afternoon,1,1,1234,20.57,1234,1234,1234,1,0,0
Cartoon Network,Free State,Male,Black,18-24,Monday,Weekday,Night,1,1,526,8.77,526,526,526,1,0,0
Supersport Live Events,Gauteng,Female,Black,35-44,Saturday,Weekend,Prime Time,1,1,44,0.73,44,44,44,0,1,0
Supersport Live Events,Free State,Male,Indian_asian,25-34,Thursday,Weekday,Afternoon,4,3,1100,18.33,275,846,18,2,1,1
ICC Cricket World Cup 2011,Limpopo,Male,Unknown,25-34,Tuesday,Weekday,Afternoon,3,2,2208,36.8,736,1174,424,3,0,0
Channel O,Gauteng,Male,Black,25-34,Friday,Weekday,Afternoon,8,8,9831,163.85,1228.88,7542,42,5,3,0
Supersport Live Events,Mpumalanga,Male,Black,35-44,Saturday,Weekend,Afternoon,1,1,258,4.3,258,258,258,1,0,0
Trace TV,Gauteng,Male,White,18-24,Friday,Weekday,Afternoon,1,1,114,1.9,114,114,114,0,1,0
Trace TV,Western Cape,Male,Coloured,35-44,Monday,Weekday,Afternoon,3,3,4641,77.35,1547,2754,468,3,0,0
Africa Magic,Eastern Cape,Male,Black,25-34,Monday,Weekday,Morning,1,1,44,0.73,44,44,44,0,1,0
E! Entertainment,Gauteng,Male,Other,35-44,Wednesday,Weekday,Prime Time,1,1,16,0.27,16,16,16,0,0,1
Supersport Live Events,Gauteng,Male,Black,18-24,Wednesday,Weekday,Afternoon,2,2,182,3.03,91,154,28,1,0,1
Supersport Live Events,KwaZulu-Natal,Male,Indian_asian,35-44,Thursday,Weekday,Prime Time,1,1,76,1.27,76,76,76,0,1,0
SuperSport Blitz,Limpopo,Male,Black,35-44,Tuesday,Weekday,Prime Time,1,1,514,8.57,514,514,514,1,0,0
SuperSport Blitz,Western Cape,Male,White,25-34,Saturday,Weekend,Afternoon,1,1,118,1.97,118,118,118,0,1,0
Cartoon Network,Free State,Male,Coloured,45-54,Tuesday,Weekday,Prime Time,1,1,34,0.57,34,34,34,0,1,0
Cartoon Network,Free State,Male,Black,18-24,Tuesday,Weekday,Late Night,1,1,29,0.48,29,29,29,0,0,1
Vuzu,Gauteng,Male,Black,45-54,Tuesday,Weekday,Prime Time,1,1,35,0.58,35,35,35,0,1,0
E! Entertainment,North West,Male,Black,25-34,Monday,Weekday,Afternoon,1,1,4830,80.5,4830,4830,4830,1,0,0
Cartoon Network,Western Cape,Female,White,35-44,Thursday,Weekday,Late Night,1,1,831,13.85,831,831,831,1,0,0
MK,KwaZulu-Natal,Female,Black,25-34,Wednesday,Weekday,Afternoon,1,1,38,0.63,38,38,38,0,1,0
Supersport Live Events,Western Cape,Female,Coloured,35-44,Friday,Weekday,Prime Time,1,1,170,2.83,170,170,170,1,0,0
Cartoon Network,Gauteng,Female,Unknown,25-34,Thursday,Weekday,Afternoon,1,1,100,1.67,100,100,100,0,1,0
Supersport Live Events,KwaZulu-Natal,Male,White,55+,Saturday,Weekend,Prime Time,1,1,762,12.7,762,762,762,1,0,0
Cartoon Network,Eastern Cape,Male,Indian_asian,25-34,Tuesday,Weekday,Afternoon,1,1,1408,23.47,1408,1408,1408,1,0,0
Channel O,Western Cape,Male,Unknown,35-44,Saturday,Weekend,Afternoon,1,1,30,0.5,30,30,30,0,1,0
SuperSport Blitz,Gauteng,Male,Indian_asian,25-34,Monday,Weekday,Afternoon,1,1,508,8.47,508,508,508,1,0,0
Vuzu,Eastern Cape,Male,Black,18-24,Wednesday,Weekday,Prime Time,1,1,119,1.98,119,119,119,0,1,0
E! Entertainment,Unknown,null,Unknown,55+,Saturday,Weekend,Morning,1,1,252,4.2,252,252,252,1,0,0
Channel O,Gauteng,Male,Black,25-34,Monday,Weekday,Prime Time,5,5,2007,33.45,401.4,1623,42,3,2,0
E! Entertainment,Gauteng,Male,Black,25-34,Friday,Weekday,Afternoon,1,1,26,0.43,26,26,26,0,0,1
Trace TV,Mpumalanga,Female,Black,25-34,Sunday,Weekend,Prime Time,1,1,255,4.25,255,255,255,1,0,0
Supersport Live Events,North West,Male,Black,35-44,Wednesday,Weekday,Morning,1,1,16,0.27,16,16,16,0,0,1
Trace TV,KwaZulu-Natal,Male,Black,25-34,Wednesday,Weekday,Late Night,1,1,33,0.55,33,33,33,0,1,0
SawSee,Eastern Cape,Male,Black,25-34,Wednesday,Weekday,Prime Time,1,1,31,0.52,31,31,31,0,1,0
Channel O,Unknown,null,Unknown,55+,Thursday,Weekday,Afternoon,2,2,624,10.4,312,339,285,2,0,0
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,18-24,Wednesday,Weekday,Late Night,1,1,120,2,120,120,120,0,1,0
Trace TV,Limpopo,Male,Black,18-24,Sunday,Weekend,Afternoon,1,1,1941,32.35,1941,1941,1941,1,0,0
Trace TV,Gauteng,Male,Unknown,25-34,Tuesday,Weekday,Morning,1,1,39,0.65,39,39,39,0,1,0
Supersport Live Events,Mpumalanga,Male,Black,25-34,Friday,Weekday,Morning,3,3,256,4.27,85.33,118,30,0,3,0
Channel O,North West,Female,Black,25-34,Sunday,Weekend,Afternoon,1,1,96,1.6,96,96,96,0,1,0
ICC Cricket World Cup 2011,Western Cape,Female,Coloured,35-44,Saturday,Weekend,Night,1,1,50,0.83,50,50,50,0,1,0
Africa Magic,Gauteng,Male,Black,18-24,Friday,Weekday,Afternoon,3,3,508,8.47,169.33,470,5,1,1,1
Trace TV,Gauteng,Male,Indian_asian,25-34,Friday,Weekday,Prime Time,1,1,705,11.75,705,705,705,1,0,0
SuperSport Blitz,Gauteng,Male,Black,18-24,Sunday,Weekend,Afternoon,1,1,8,0.13,8,8,8,0,0,1
Supersport Live Events,Free State,Male,Unknown,35-44,Friday,Weekday,Morning,1,1,84,1.4,84,84,84,0,1,0
SawSee,Mpumalanga,Male,Black,25-34,Thursday,Weekday,Afternoon,1,1,17,0.28,17,17,17,0,0,1
Cartoon Network,Gauteng,Male,Black,35-44,Monday,Weekday,Afternoon,1,1,414,6.9,414,414,414,1,0,0
SuperSport Blitz,Mpumalanga,Male,White,18-24,Sunday,Weekend,Night,1,1,90,1.5,90,90,90,0,1,0
Africa Magic,Northern Cape,Female,Black,25-34,Tuesday,Weekday,Prime Time,1,1,14,0.23,14,14,14,0,0,1
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,18-24,Saturday,Weekend,Afternoon,2,2,4260,71,2130,4098,162,2,0,0
Cartoon Network,Gauteng,Male,White,25-34,Wednesday,Weekday,Night,1,1,40,0.67,40,40,40,0,1,0
Channel O,Free State,Male,Coloured,18-24,Saturday,Weekend,Prime Time,1,1,201,3.35,201,201,201,1,0,0
E! Entertainment,Gauteng,Male,Black,35-44,Thursday,Weekday,Night,1,1,10,0.17,10,10,10,0,0,1
E! Entertainment,Gauteng,Male,Black,25-34,Sunday,Weekend,Afternoon,1,1,532,8.87,532,532,532,1,0,0
ICC Cricket World Cup 2011,Gauteng,Male,Black,35-44,Sunday,Weekend,Morning,1,1,4728,78.8,4728,4728,4728,1,0,0
Trace TV,KwaZulu-Natal,Male,Black,25-34,Friday,Weekday,Afternoon,2,2,3021,50.35,1510.5,2964,57,1,1,0
Boomerang,Gauteng,Male,Unknown,35-44,Sunday,Weekend,Morning,1,1,21,0.35,21,21,21,0,0,1
ICC Cricket World Cup 2011,Western Cape,Male,White,45-54,Saturday,Weekend,Prime Time,1,1,302,5.03,302,302,302,1,0,0
Cartoon Network,Eastern Cape,Male,Unknown,25-34,Sunday,Weekend,Late Night,1,1,59,0.98,59,59,59,0,1,0
Boomerang,Gauteng,Male,Indian_asian,25-34,Monday,Weekday,Prime Time,1,1,419,6.98,419,419,419,1,0,0
SuperSport Blitz,Limpopo,Male,Black,Under 18,Wednesday,Weekday,Afternoon,1,1,728,12.13,728,728,728,1,0,0
Africa Magic,Gauteng,Male,Black,25-34,Wednesday,Weekday,Late Night,1,1,114,1.9,114,114,114,0,1,0
CNN,Mpumalanga,Male,Coloured,35-44,Saturday,Weekend,Afternoon,1,1,81,1.35,81,81,81,0,1,0
E! Entertainment,Gauteng,Male,Black,35-44,Monday,Weekday,Prime Time,1,1,472,7.87,472,472,472,1,0,0
Trace TV,Western Cape,Female,Coloured,25-34,Sunday,Weekend,Prime Time,1,1,138,2.3,138,138,138,1,0,0
Channel O,Mpumalanga,Male,Black,18-24,Friday,Weekday,Night,1,1,408,6.8,408,408,408,1,0,0
Trace TV,Western Cape,Male,Coloured,18-24,Sunday,Weekend,Prime Time,1,1,867,14.45,867,867,867,1,0,0
Boomerang,Gauteng,Female,Black,45-54,Saturday,Weekend,Prime Time,1,1,190,3.17,190,190,190,1,0,0
Africa Magic,Gauteng,Female,Black,45-54,Sunday,Weekend,Prime Time,1,1,90,1.5,90,90,90,0,1,0
Supersport Live Events,KwaZulu-Natal,Male,Black,25-34,Tuesday,Weekday,Night,2,2,190,3.17,95,104,86,0,2,0
Channel O,Eastern Cape,Male,Black,35-44,Wednesday,Weekday,Afternoon,1,1,1737,28.95,1737,1737,1737,1,0,0
Trace TV,Western Cape,Male,Coloured,25-34,Monday,Weekday,Afternoon,4,4,1332,22.2,333,567,90,3,1,0
SawSee,Gauteng,Female,Black,25-34,Wednesday,Weekday,Prime Time,1,1,76,1.27,76,76,76,0,1,0
E! Entertainment,Eastern Cape,Male,Black,18-24,Sunday,Weekend,Night,1,1,4776,79.6,4776,4776,4776,1,0,0
ICC Cricket World Cup 2011,Mpumalanga,Male,White,Under 18,Wednesday,Weekday,Morning,1,1,58,0.97,58,58,58,0,1,0
SuperSport Blitz,Western Cape,Male,Coloured,25-34,Sunday,Weekend,Prime Time,2,2,1324,22.07,662,850,474,2,0,0
Supersport Live Events,North West,Female,Indian_asian,25-34,Sunday,Weekend,Prime Time,1,1,1240,20.67,1240,1240,1240,1,0,0
Africa Magic,Gauteng,Female,Black,35-44,Sunday,Weekend,Late Night,1,1,40,0.67,40,40,40,0,1,0
SuperSport Blitz,Eastern Cape,Male,Black,25-34,Tuesday,Weekday,Night,2,2,216,3.6,108,176,40,1,1,0
SawSee,Gauteng,Male,Black,18-24,Wednesday,Weekday,Prime Time,1,1,13,0.22,13,13,13,0,0,1
Boomerang,Limpopo,Male,Black,18-24,Sunday,Weekend,Morning,1,1,173,2.88,173,173,173,1,0,0
SawSee,Unknown,null,Unknown,55+,Wednesday,Weekday,Prime Time,1,1,9,0.15,9,9,9,0,0,1
ICC Cricket World Cup 2011,Western Cape,Male,Unknown,35-44,Monday,Weekday,Afternoon,1,1,72,1.2,72,72,72,0,1,0
CNN,Western Cape,Male,Coloured,45-54,Sunday,Weekend,Morning,1,1,1469,24.48,1469,1469,1469,1,0,0
Africa Magic,Limpopo,Male,Unknown,25-34,Wednesday,Weekday,Late Night,1,1,2,0.03,2,2,2,0,0,1
Boomerang,Mpumalanga,Male,Black,45-54,Monday,Weekday,Afternoon,1,1,74,1.23,74,74,74,0,1,0
Supersport Live Events,Limpopo,Male,Black,18-24,Wednesday,Weekday,Afternoon,1,1,30,0.5,30,30,30,0,1,0
Channel O,Free State,Female,Black,25-34,Tuesday,Weekday,Late Night,1,1,42,0.7,42,42,42,0,1,0
SuperSport Blitz,Mpumalanga,Male,Black,18-24,Saturday,Weekend,Prime Time,1,1,100,1.67,100,100,100,0,1,0
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,35-44,Monday,Weekday,Prime Time,2,2,3240,54,1620,3142,98,1,1,0
SawSee,Eastern Cape,Male,Indian_asian,25-34,Sunday,Weekend,Morning,1,1,336,5.6,336,336,336,1,0,0
ICC Cricket World Cup 2011,KwaZulu-Natal,Female,Indian_asian,25-34,Wednesday,Weekday,Afternoon,1,1,330,5.5,330,330,330,1,0,0
MK,Limpopo,Male,Indian_asian,25-34,Wednesday,Weekday,Morning,1,1,20,0.33,20,20,20,0,0,1
E! Entertainment,Eastern Cape,Male,White,55+,Tuesday,Weekday,Prime Time,1,1,86,1.43,86,86,86,0,1,0
ICC Cricket World Cup 2011,Eastern Cape,Male,Unknown,18-24,Wednesday,Weekday,Afternoon,1,1,86,1.43,86,86,86,0,1,0
Trace TV,Gauteng,Male,White,18-24,Friday,Weekday,Late Night,1,1,54,0.9,54,54,54,0,1,0
Vuzu,Western Cape,Male,Indian_asian,25-34,Wednesday,Weekday,Late Night,1,1,29,0.48,29,29,29,0,0,1
Supersport Live Events,Western Cape,Male,White,25-34,Friday,Weekday,Afternoon,2,2,2412,40.2,1206,1784,628,2,0,0
Africa Magic,Gauteng,Male,Black,45-54,Saturday,Weekend,Morning,1,1,307,5.12,307,307,307,1,0,0
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,25-34,Tuesday,Weekday,Afternoon,3,2,2068,34.47,689.33,986,230,3,0,0
ICC Cricket World Cup 2011,Western Cape,Male,Indian_asian,45-54,Wednesday,Weekday,Prime Time,1,1,264,4.4,264,264,264,1,0,0
SawSee,Gauteng,Male,Black,45-54,Monday,Weekday,Late Night,1,1,120,2,120,120,120,0,1,0
Africa Magic,Gauteng,Male,Black,25-34,Wednesday,Weekday,Night,2,2,179,2.98,89.5,178,1,1,0,1
Boomerang,Gauteng,Male,Black,25-34,Tuesday,Weekday,Morning,2,2,396,6.6,198,375,21,1,0,1
E! Entertainment,Gauteng,Male,Black,25-34,Sunday,Weekend,Night,2,2,102,1.7,51,54,48,0,2,0
Boomerang,Free State,Male,Unknown,18-24,Friday,Weekday,Prime Time,1,1,329,5.48,329,329,329,1,0,0
Supersport Live Events,Unknown,null,Unknown,55+,Tuesday,Weekday,Late Night,1,1,68,1.13,68,68,68,0,1,0
Boomerang,Western Cape,Male,Other,35-44,Monday,Weekday,Afternoon,1,1,72,1.2,72,72,72,0,1,0
Africa Magic,Eastern Cape,Female,White,35-44,Thursday,Weekday,Prime Time,1,1,69,1.15,69,69,69,0,1,0
Cartoon Network,Limpopo,Male,Black,25-34,Saturday,Weekend,Afternoon,1,1,30,0.5,30,30,30,0,1,0
SawSee,Northern Cape,Male,Coloured,55+,Monday,Weekday,Afternoon,1,1,87,1.45,87,87,87,0,1,0
M-Net,Gauteng,Male,Unknown,35-44,Monday,Weekday,Late Night,1,1,440,7.33,440,440,440,1,0,0
Trace TV,Eastern Cape,Male,Coloured,25-34,Friday,Weekday,Afternoon,1,1,408,6.8,408,408,408,1,0,0
ICC Cricket World Cup 2011,Northern Cape,Female,Black,55+,Saturday,Weekend,Afternoon,1,1,544,9.07,544,544,544,1,0,0
SuperSport Blitz,Gauteng,Male,Black,35-44,Thursday,Weekday,Night,2,2,232,3.87,116,140,92,1,1,0
Boomerang,North West,Male,White,25-34,Sunday,Weekend,Prime Time,1,1,1057,17.62,1057,1057,1057,1,0,0
Supersport Live Events,Gauteng,Male,Coloured,25-34,Thursday,Weekday,Prime Time,1,1,760,12.67,760,760,760,1,0,0
Vuzu,Eastern Cape,Male,Indian_asian,25-34,Saturday,Weekend,Late Night,1,1,11,0.18,11,11,11,0,0,1
Trace TV,Eastern Cape,Male,White,25-34,Saturday,Weekend,Morning,1,1,798,13.3,798,798,798,1,0,0
Trace TV,Mpumalanga,Male,Black,25-34,Thursday,Weekday,Afternoon,1,1,693,11.55,693,693,693,1,0,0
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,25-34,Thursday,Weekday,Morning,1,1,6,0.1,6,6,6,0,0,1
Supersport Live Events,Mpumalanga,Male,Black,45-54,Sunday,Weekend,Prime Time,1,1,28,0.47,28,28,28,0,0,1
Supersport Live Events,Gauteng,Male,Black,45-54,Friday,Weekday,Morning,2,2,234,3.9,117,164,70,1,1,0
Boomerang,Free State,Female,Black,35-44,Tuesday,Weekday,Night,1,1,238,3.97,238,238,238,1,0,0
ICC Cricket World Cup 2011,Mpumalanga,Male,Black,25-34,Sunday,Weekend,Prime Time,1,1,46,0.77,46,46,46,0,1,0
ICC Cricket World Cup 2011,Gauteng,Female,White,45-54,Friday,Weekday,Prime Time,1,1,10,0.17,10,10,10,0,0,1
SuperSport Blitz,Western Cape,Male,Black,Under 18,Thursday,Weekday,Morning,1,1,1402,23.37,1402,1402,1402,1,0,0
Supersport Live Events,Mpumalanga,Male,Black,25-34,Thursday,Weekday,Afternoon,1,1,26,0.43,26,26,26,0,0,1
Supersport Live Events,KwaZulu-Natal,Male,Other,25-34,Tuesday,Weekday,Afternoon,1,1,140,2.33,140,140,140,1,0,0
SuperSport Blitz,Gauteng,Male,Indian_asian,25-34,Wednesday,Weekday,Late Night,1,1,28,0.47,28,28,28,0,0,1
CNN,Gauteng,Male,Black,35-44,Thursday,Weekday,Prime Time,5,5,2673,44.55,534.6,2495,6,2,1,2
Supersport Live Events,Eastern Cape,Male,Coloured,55+,Wednesday,Weekday,Afternoon,1,1,1004,16.73,1004,1004,1004,1,0,0
Trace TV,Western Cape,Male,Coloured,35-44,Saturday,Weekend,Afternoon,3,2,273,4.55,91,255,9,1,0,2
Trace TV,Gauteng,Male,Black,18-24,Saturday,Weekend,Afternoon,3,2,4254,70.9,1418,2523,153,3,0,0
E! Entertainment,KwaZulu-Natal,Female,Black,35-44,Saturday,Weekend,Afternoon,1,1,116,1.93,116,116,116,0,1,0
Supersport Live Events,Gauteng,Male,Unknown,18-24,Friday,Weekday,Afternoon,1,1,128,2.13,128,128,128,1,0,0
Africa Magic,Northern Cape,Male,Black,25-34,Thursday,Weekday,Afternoon,1,1,1406,23.43,1406,1406,1406,1,0,0
Supersport Live Events,Eastern Cape,Male,Coloured,25-34,Wednesday,Weekday,Afternoon,1,1,212,3.53,212,212,212,1,0,0
SuperSport Blitz,Eastern Cape,Male,Other,Under 18,Thursday,Weekday,Prime Time,1,1,214,3.57,214,214,214,1,0,0
E! Entertainment,Gauteng,Male,White,18-24,Monday,Weekday,Afternoon,1,1,108,1.8,108,108,108,0,1,0
Supersport Live Events,Northern Cape,Male,Black,35-44,Thursday,Weekday,Late Night,1,1,30,0.5,30,30,30,0,1,0
CNN,Gauteng,Male,White,45-54,Friday,Weekday,Night,1,1,76,1.27,76,76,76,0,1,0
ICC Cricket World Cup 2011,Eastern Cape,Male,Black,35-44,Saturday,Weekend,Prime Time,1,1,1886,31.43,1886,1886,1886,1,0,0
Boomerang,Western Cape,Male,Black,35-44,Tuesday,Weekday,Night,1,1,968,16.13,968,968,968,1,0,0
Boomerang,Western Cape,Male,Coloured,25-34,Monday,Weekday,Afternoon,1,1,251,4.18,251,251,251,1,0,0
DStv Events 1,Gauteng,Male,Unknown,25-34,Saturday,Weekend,Afternoon,1,1,115,1.92,115,115,115,0,1,0
Boomerang,Mpumalanga,Male,Black,25-34,Saturday,Weekend,Afternoon,1,1,14,0.23,14,14,14,0,0,1
Supersport Live Events,Eastern Cape,Male,White,18-24,Thursday,Weekday,Morning,1,1,148,2.47,148,148,148,1,0,0
Trace TV,Free State,Female,Black,45-54,Wednesday,Weekday,Morning,1,1,60,1,60,60,60,0,1,0
Channel O,Eastern Cape,Female,Unknown,35-44,Tuesday,Weekday,Prime Time,1,1,165,2.75,165,165,165,1,0,0
Cartoon Network,Western Cape,Male,Unknown,25-34,Tuesday,Weekday,Afternoon,1,1,256,4.27,256,256,256,1,0,0
M-Net,Western Cape,Male,Unknown,25-34,Saturday,Weekend,Late Night,1,1,49,0.82,49,49,49,0,1,0
Boomerang,Gauteng,Male,Indian_asian,25-34,Tuesday,Weekday,Late Night,1,1,21,0.35,21,21,21,0,0,1
SuperSport Blitz,KwaZulu-Natal,Male,Black,18-24,Tuesday,Weekday,Morning,1,1,114,1.9,114,114,114,0,1,0
Vuzu,Gauteng,Female,Black,35-44,Friday,Weekday,Night,1,1,184,3.07,184,184,184,1,0,0
